"STATION","NAME","DATE","PRCP","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00319461","WILMINGTON 7 SE, NC US","2017-09-28","0.00","89","69","69",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-09-29","0.00","90","69","76",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-09-30","0.00","81","64","64",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-01","0.00","79","55","55",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-02","0.00","75","55","60",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-03","0.00","76","60","60",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-04","0.00","80","60","61",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-05","0.00","74","61","62",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-06","0.00","80","61","69",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-07","0.00","79","69","75",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-08","0.00","85","75","75",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-09","0.00","82","75","77",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-10","0.08","87","76","76",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-11","1.19","82","72","73",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-12","0.00","84","72","72",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-13","0.04","87","71","71",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-14","0.00","87","64","67",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-15","0.00","74","66","71",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-16","0.00","82","68","69",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-17","0.00","86","52","52",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-18","0.00","63","48","49",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-19","0.00","74","49","56",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-20","0.00","76","53","54",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-21","0.00","79","51","51",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-22","0.00","74","51","62",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-23","0.00","79","62","71",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-24","2.06","77","64","64",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-25","0.00","80","52","52",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-26","0.00","70","47","47",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-27","0.00","63","41","41",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-28","0.00","70","41","59",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-29","1.10","80","59","68",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-30","1.65","69","39","39",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-10-31","0.00","59","39","43",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-01","0.00","73","43","49",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-02","0.00","73","48","61",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-03","0.00","78","58","58",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-04","0.00","79","57","57",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-05","0.00","79","57","62",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-06","0.00","73","62","62",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-07","0.00","74","60","62",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-08","0.00","78","51","51",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-09","0.00","55","49","51",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-10","0.91","56","51","53",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-11","0.00","64","34","34",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-12","0.00","53","34","42",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-13","0.00","64","42","54",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-14","0.02","64","43","44",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-15","0.00","61","40","40",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-16","0.00","62","40","41",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-17","0.00","70","40","43",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-18","0.00","62","37","38",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-19","0.04","69","38","64",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-20","0.00","66","31","31",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-21","0.00","58","31","41",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-22","0.35","64","41","60",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-23","0.00","69","43","43",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-24","0.00","50","43","43",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-25","0.00","58","41","41",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-26","0.00","65","41","49",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-27","0.00","63","35","35",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-28","0.00","61","35","37",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-29","0.00","65","37","47",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-11-30","0.00","73","44","44",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-01","0.00","71","44","53",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-02","0.00","69","48","49",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-03","0.00","59","49","53",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-04","0.00","65","45","45",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-05","0.24","63","45","60","    1",,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-06","0.06","73","60","66","    1",,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-07","0.44","67","40","41",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-08","0.67","44","40","40","    1",,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-09","1.51","43","39","39","    1",,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-10","0.03","41","31","33","    1",,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-11","0.00","45","31","33",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-12","0.00","52","33","48",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-13","0.00","64","29","29",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-14","0.00","46","28","43",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-15","0.00","61","43","53",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-16","0.00","54","30","32",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-17","0.00","64","29","31",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-18","0.00","67","31","52",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-19","0.00","68","48","52","    1",,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-20","0.00","72","51","59",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-21","1.41","64","45","45",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-22","0.00","58","44","48",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-23","0.15","56","48","48",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-24","0.05","72","48","63",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-25","0.38","63","46","46",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-26","0.00","50","32","34",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-27","0.00","49","33","40",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-28","0.29","41","29","29",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-29","0.01","34","26","26",,,,,"    1",
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-30","0.00","45","26","31",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2017-12-31","0.00","56","31","32",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-01","0.00","37","22","22",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-02","0.00","29","17","17",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-03","0.00","33","17","25",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-04","0.34","35","22","22",,,"    1",,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-05","0.00","32","16","16",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-06","0.00","34","15","16",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-07","0.00","31","12","12",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-08","0.00","30","12","20",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-09","0.00","47","20","37",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-10","0.00","63","36","44",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-11","0.04","60","44","59","    1",,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-12","1.94","69","58","68",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-13","1.04","70","53","53",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-14","0.00","55","29","29",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-15","0.00","39","25","27",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-16","0.00","45","27","28",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-17","0.00","52","28","30",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-18","0.08","53","24","24",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-19","0.00","38","22","29",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-20","0.00","60","29","33",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-21","0.00","64","33","40",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-22","0.00","64","37","38",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-23","0.15","67","38","67",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-24","0.44","69","36","36",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-25","0.00","55","32","33",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-26","0.00","50","28","29",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-27","0.00","52","28","50",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-28","0.18","61","49","57",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-29","2.36","61","55","57","    1",,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-30","0.17","58","39","39","    1",,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-01-31","0.00","46","24","24",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-01","0.00","41","23","33",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-02","0.10","66","33","46",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-03","0.00","52","27","27",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-04","0.00","44","27","42",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-05","0.41","63","41","45",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-06","0.00","56","39","40",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-07","0.00","61","39","56",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-08","0.01","73","51","51",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-09","0.00","51","36","44",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-10","0.78","61","44","59",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-11","0.04","75","59","69",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-12","1.64","76","65","65",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-13","0.07","69","44","46",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-14","0.00","50","42","43","    1",,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-15","0.00","62","42","55",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-16","0.00","75","55","62",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-17","0.00","78","52","52",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-18","0.00","61","51","54",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-19","0.00","60","49","54",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-20","0.08","77","53","54","    1",,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-21","0.00","79","54","58","    1",,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-22","0.00","81","58","60",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-23","0.00","81","55","55","    1",,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-24","0.04","76","55","65",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-25","0.00","79","64","68",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-26","0.00","81","62","63",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-27","0.10","72","45","45",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-02-28","0.00","72","42","47",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-01","0.65","72","42","62",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-02","0.10","73","53","53",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-03","0.00","61","39","39",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-04","0.00","58","39","40",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-05","0.00","56","35","35",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-06","0.00","57","35","49",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-07","0.26","64","49","50",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-08","0.00","64","30","30",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-09","0.00","55","30","31",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-10","0.00","56","30","47",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-11","0.00","70","43","44",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-12","0.26","70","43","44",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-13","0.26","50","34","34",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-14","0.00","55","34","36",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-15","0.00","50","26","26",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-16","0.00","62","26","52",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-17","0.00","78","51","52",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-18","0.00","74","52","57",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-19","0.00","63","51","53",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-20","0.34","67","53","61",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-21","0.41","80","44","44",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-22","0.02","48","35","35",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-23","0.00","56","33","35",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-24","0.00","59","35","37",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-25","0.34","52","37","44",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-26","0.00","52","37","39",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-27","0.00","56","37","37",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-28","0.00","54","37","42",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-29","0.00","79","37","58",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-30","0.00","78","57","68",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-03-31","0.00","76","50","50",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-01","0.00","60","42","43",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-02","0.00","75","43","59",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-03","0.00","84","43","56",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-04","0.16","80","56","68",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-05","0.00","78","44","44",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-06","0.00","60","40","40",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-07","0.00","74","40","68",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-08","0.73","78","36","36",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-09","0.07","55","36","51",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-10","0.30","52","46","49","    1",,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-11","0.00","56","42","42",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-12","0.00","61","42","42",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-13","0.00","71","42","61",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-14","0.00","79","55","55",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-15","0.10","80","55","65",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-16","0.96","78","55","65",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-17","0.00","67","39","40",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-18","0.00","67","39","59",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-19","0.00","82","59","64",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-20","0.00","83","44","44",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-21","0.00","63","42","43",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-22","0.00","66","43","56",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-23","0.00","69","56","63",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-24","1.28","68","62","64",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-25","1.27","68","59","59","    1","    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-26","0.00","79","59","59",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-27","0.00","77","59","62",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-28","0.00","80","57","57",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-29","0.00","78","56","59",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-04-30","0.00","72","42","42",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-01","0.00","74","41","53",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-02","0.00","81","53","58",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-03","0.00","84","57","57",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-04","0.00","81","57","60",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-05","0.00","83","59","60",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-06","0.68","83","60","70","    1",,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-07","0.21","83","60","68",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-08","0.00","76","57","57",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-09","0.00","69","56","62",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-10","0.00","75","57","57",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-11","0.00","85","57","68",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-12","0.00","87","66","71","    1",,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-13","0.00","88","70","71",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-14","0.00","90","70","71",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-15","0.00","87","71","73",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-16","0.00","85","71","72",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-17","0.28","86","69","70","    1",,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-18","0.51","78","69","73",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-19","0.41","80","70","71",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-20","3.10","79","69","71","    1","    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-21","0.00","83","71","72",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-22","0.00","88","72","72",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-23","0.00","86","71","72",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-24","0.00","88","72","73",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-25","0.00","80","72","73",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-26","0.00","85","70","71",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-27","0.00","88","70","71",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-28","0.46","85","71","72","    1","    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-29","4.42","76","72","76",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-30","0.80","85","74","77",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-05-31","0.04","86","74","75",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-01","0.00","86","75","75",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-02","0.00","93","73","75",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-03","0.02","93","72","74",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-04","0.00","91","73","75",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-05","0.00","87","70","71",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-06","0.00","87","63","64",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-07","0.00","90","64","71",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-08","0.00","87","71","72",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-09","0.00","88","72","74",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-10","0.00","86","71","71",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-11","0.34","87","71","77",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-12","0.92","92","70","71",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-13","0.46","81","70","71",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-14","0.00","87","66","73",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-15","0.48","92","71","73","    1","    1",,,,"    1"
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-16","0.05","85","73","78",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-17","0.00","88","73","74",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-18","0.28","90","73","77",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-19","0.00","93","77","78",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-20","0.00","96","77","84",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-21","2.10","95","77","87",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-22","0.00","93","79","83",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-23","0.00","93","79","80",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-24","0.00","94","78","78",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-25","0.05","96","75","77",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-26","0.46","94","71","72",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-27","0.92","88","72","73",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-28","0.00","88","73","75",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-29","0.00","93","73","78",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-06-30","0.66","93","73","76",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-07-01","0.00","90","76","76",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-07-02","0.00","91","76","76",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-07-03","0.00","91","75","76",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-07-04","0.00","90","76","77",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-07-05","0.00","90","77","79",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-07-06","0.00","91","76","78",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-07-07","0.04","91","71","78",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-07-08","0.26","91","70","70","    1","    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-07-09","0.00","84","67","68",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-07-10","0.00","87","62","62",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-07-11","0.00","93","62","74",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-07-12","0.00","94","74","78",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-07-13","0.34","96","73","76",,"    1",,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-07-14","0.00","87","72","73",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-07-15","0.00","86","67","67",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-07-16","0.00","89","67","75",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","2018-07-17","0.15","88","75","77",,"    1",,,,
